,gid,행정동,geometry,coordinates,centroid,인구수,고령인구수,id,장애인복지시설수,경로당수,BF인증시설수,무장애산책로,전동휠체어충전소,장애인_실내문화공간,장애인_실외문화공간,주차장수
806,�쇰씪62a92b,대곡면,"MULTIPOLYGON (((128.1813126267095 35.22596678635879, 128.1813503159419 35.23047501739318, 128.1868447263736 35.23044396483463, 128.186806733273 35.2259357389543, 128.1813126267095 35.22596678635879)))","[[128.18131262670948, 35.22596678635879], [128.18135031594193, 35.23047501739318], [128.18684472637355, 35.23044396483463], [128.18680673327302, 35.2259357389543], [128.18131262670948, 35.22596678635879]]",POINT (128.1840786003999 35.22820539766703),162.0,82.0,806,0,0,0,0,0,0,0,0
807,�쇰씪48b81a,내동면,"MULTIPOLYGON (((128.0322924759439 35.12301772844183, 128.0323218098841 35.12752616081836, 128.0378094496703 35.12750193431331, 128.0377798133654 35.12299350596326, 128.0322924759439 35.12301772844183)))","[[128.03229247594388, 35.12301772844183], [128.03232180988414, 35.127526160818356], [128.03780944967033, 35.12750193431331], [128.03777981336543, 35.12299350596326], [128.03229247594388, 35.12301772844183]]",POINT (128.0350508870784 35.12525985308809),9.999999999999998,0.0,807,0,0,0,0,0,0,0,0
808,�쇰씪41b93b,대평면,"MULTIPOLYGON (((127.9560982912138 35.23604185725087, 127.9561235316425 35.24055025720448, 127.9616188379729 35.24052942269733, 127.9615932934777 35.23602102620148, 127.9560982912138 35.23604185725087)))","[[127.95609829121385, 35.23604185725087], [127.95612353164246, 35.24055025720448], [127.96161883797295, 35.24052942269733], [127.96159329347769, 35.23602102620148], [127.95609829121385, 35.23604185725087]]",POINT (127.9588584884597 35.23828566162914),0.0,,808,0,0,0,0,0,0,0,0
809,�쇰씪39b89b,수곡면,"MULTIPOLYGON (((127.933926225527 35.20005525833158, 127.9339502070356 35.20456369873012, 127.9394431047005 35.20454388852467, 127.93941881966 35.20003545141543, 127.933926225527 35.20005525833158)))","[[127.93392622552699, 35.20005525833158], [127.93395020703564, 35.20456369873012], [127.93944310470049, 35.20454388852467], [127.93941881966, 35.20003545141543], [127.93392622552699, 35.20005525833158]]",POINT (127.9366845891191 35.2022995950136),7.000000000000001,0.0,809,0,0,0,0,0,0,0,0
810,�쇰씪41a86a,수곡면,"MULTIPOLYGON (((127.950229901666 35.16843598277762, 127.9502547551031 35.17294443683122, 127.9557455131026 35.17292390302308, 127.9557203566087 35.16841545238031, 127.950229901666 35.16843598277762)))","[[127.95022990166602, 35.16843598277762], [127.95025475510309, 35.172944436831216], [127.95574551310256, 35.17292390302308], [127.95572035660868, 35.16841545238031], [127.95022990166602, 35.16843598277762]]",POINT (127.952987631504 35.17067996449197),116.0,62.0,810,0,1,0,0,0,0,0,0
811,�쇰씪69a88a,사봉면,"MULTIPOLYGON (((128.2578522563321 35.18493588527286, 128.2578941158043 35.18944407104546, 128.2633856698339 35.1894095790544, 128.2633435071276 35.18490139900962, 128.2578522563321 35.18493588527286)))","[[128.2578522563321, 35.18493588527286], [128.25789411580433, 35.18944407104546], [128.26338566983392, 35.1894095790544], [128.2633435071276, 35.18490139900962], [128.2578522563321, 35.18493588527286]]",POINT (128.2606188870798 35.18717275434553),22.0,17.0,811,0,1,0,0,0,0,0,0
812,�쇰씪51a91a,집현면,"MULTIPOLYGON (((128.0603473148746 35.21306172548134, 128.0603782979214 35.21757006959783, 128.0658719653909 35.21754451612131, 128.0658406786412 35.21303617624694, 128.0603473148746 35.21306172548134)))","[[128.0603473148746, 35.21306172548134], [128.0603782979214, 35.217570069597826], [128.0658719653909, 35.21754451612131], [128.06584067864117, 35.21303617624694], [128.0603473148746, 35.21306172548134]]",POINT (128.0631095640632 35.21530314263442),27.0,9.0,812,0,0,0,0,0,0,0,0
813,�쇰씪56b93a,집현면,"MULTIPOLYGON (((128.1209112636227 35.23080013701707, 128.1209456178155 35.235308418621, 128.1264404205604 35.23528010447146, 128.1264057624125 35.23077182756685, 128.1209112636227 35.23080013701707)))","[[128.12091126362273, 35.23080013701707], [128.12094561781552, 35.235308418620995], [128.12644042056039, 35.23528010447146], [128.12640576241253, 35.230771827566855], [128.12091126362273, 35.23080013701707]]",POINT (128.1236757659437 35.23304014270493),12.0,0.0,813,0,0,0,0,0,0,0,0
814,�쇰씪58a86b,충무공동,"MULTIPOLYGON (((128.1369369900652 35.17210667567409, 128.1369721544611 35.17661498717831, 128.142462987823 35.17658598743462, 128.1424275203533 35.17207768074709, 128.1369369900652 35.17210667567409)))","[[128.1369369900652, 35.17210667567409], [128.13697215446106, 35.17661498717831], [128.14246298782302, 35.17658598743462], [128.1424275203533, 35.172077680747094], [128.1369369900652, 35.17210667567409]]",POINT (128.1396999130117 35.17434635349939),170.0,15.0,814,0,0,0,0,0,0,0,0
815,�쇰씪54a82a,정촌면,"MULTIPOLYGON (((128.0927181415683 35.13175438736589, 128.0927508159457 35.13626276640653, 128.0982389845346 35.13623579809616, 128.0982060076751 35.13172742353716, 128.0927181415683 35.13175438736589)))","[[128.09271814156833, 35.131754387365895], [128.09275081594566, 35.13626276640653], [128.0982389845346, 35.13623579809616], [128.09820600767512, 35.13172742353716], [128.09271814156833, 35.131754387365895]]",POINT (128.0954784872779 35.13399511456171),81.0,45.0,815,0,0,0,0,0,0,0,0
816,�쇰씪53b81b,정촌면,"MULTIPOLYGON (((128.0871979035008 35.12727271585084, 128.0872302682066 35.13178110271826, 128.0927181415683 35.13175438736589, 128.092685474446 35.12724600493833, 128.0871979035008 35.12727271585084)))","[[128.08719790350082, 35.127272715850836], [128.08723026820655, 35.131781102718264], [128.09271814156833, 35.131754387365895], [128.092685474446, 35.12724600493833], [128.08719790350082, 35.127272715850836]]",POINT (128.0899579467788 35.12951357342522),81.0,33.0,816,0,1,0,0,0,0,0,0
817,�쇰씪62a82b,금곡면,"MULTIPOLYGON (((128.1805605969042 35.13580145207265, 128.1805981191254 35.14030975105644, 128.1860864649959 35.14027880147287, 128.186048640253 35.13577050763198, 128.1805605969042 35.13580145207265)))","[[128.1805605969042, 35.13580145207265], [128.18059811912536, 35.140309751056435], [128.1860864649959, 35.140278801472874], [128.18604864025303, 35.13577050763198], [128.1805605969042, 35.13580145207265]]",POINT (128.183323455144 35.13804014877138),0.0,0.0,817,0,0,0,0,0,0,0,0
819,�쇰씪60b80b,금곡면,"MULTIPOLYGON (((128.1639500398385 35.11785950379925, 128.1639866219752 35.12236783153784, 128.1694737829376 35.1223376476526, 128.1694368985422 35.11782932493084, 128.1639500398385 35.11785950379925)))","[[128.16395003983845, 35.117859503799245], [128.1639866219752, 35.12236783153784], [128.16947378293762, 35.1223376476526], [128.16943689854222, 35.11782932493084], [128.16395003983845, 35.117859503799245]]",POINT (128.1667118356518 35.12009859767942),7.000000000000001,0.0,819,0,0,0,0,0,0,0,0
820,�쇰씪73b83a,이반성면,"MULTIPOLYGON (((128.3068278299228 35.13953503244326, 128.3068723195269 35.14404319928372, 128.3123607577402 35.14400652753115, 128.3123159655934 35.13949836678398, 128.3068278299228 35.13953503244326)))","[[128.30682782992275, 35.13953503244326], [128.30687231952695, 35.14404319928372], [128.31236075774015, 35.144006527531154], [128.31231596559337, 35.139498366783975], [128.30682782992275, 35.13953503244326]]",POINT (128.3095942179878 35.14177080222548),14.000000000000002,6.0,820,0,0,0,0,0,0,0,0
822,�쇰씪56a89a,초전동,"MULTIPOLYGON (((128.1151446273444 35.1947617848553, 128.1151786171454 35.19927009825687, 128.1206709977543 35.19924207077835, 128.120636704536 35.19473376203067, 128.1151446273444 35.1947617848553)))","[[128.11514462734436, 35.1947617848553], [128.1151786171454, 35.19927009825687], [128.12067099775433, 35.199242070778354], [128.12063670453597, 35.194733762030666], [128.11514462734436, 35.1947617848553]]",POINT (128.1179077365369 35.19700194973858),446.0,71.0,822,0,0,0,0,0,0,0,0
824,�쇰씪74b85a,이반성면,"MULTIPOLYGON (((128.3179845301631 35.15749405059942, 128.3180296649214 35.16200219156651, 128.3235192939974 35.16196499800582, 128.3234738564321 35.15745686321726, 128.3179845301631 35.15749405059942)))","[[128.31798453016313, 35.15749405059942], [128.3180296649214, 35.16200219156651], [128.32351929399735, 35.16196499800582], [128.32347385643214, 35.15745686321726], [128.31798453016313, 35.15749405059942]]",POINT (128.320751836168 35.15972954657584),13.0,0.0,824,0,0,0,0,0,0,0,0
825,�쇰씪64b84a,금곡면,"MULTIPOLYGON (((128.2081178594348 35.14916905327416, 128.2081569202585 35.15367731593461, 128.2136461313961 35.15364510761489, 128.2136067678585 35.14913685030555, 128.2081178594348 35.14916905327416)))","[[128.20811785943476, 35.14916905327416], [128.2081569202585, 35.15367731593461], [128.21364613139608, 35.153645107614885], [128.2136067678585, 35.149136850305545], [128.20811785943476, 35.14916905327416]]",POINT (128.2108819195545 35.15140710250524),53.0,32.0,825,0,0,0,0,0,0,0,0
826,�쇰씪48b91a,명석면,"MULTIPOLYGON (((128.0328803942007 35.21318573323399, 128.0329098587104 35.21769409794043, 128.0384035599096 35.21766979081389, 128.0383737916896 35.21316143014268, 128.0328803942007 35.21318573323399)))","[[128.03288039420073, 35.21318573323399], [128.0329098587104, 35.21769409794043], [128.0384035599096, 35.217669790813886], [128.03837379168957, 35.21316143014268], [128.03288039420073, 35.21318573323399]]",POINT (128.0356419009907 35.21542778380553),17.0,8.0,826,0,0,0,0,0,0,0,0
827,�쇰씪66a92a,대곡면,"MULTIPOLYGON (((128.2252251280289 35.22120323404928, 128.2252652392451 35.22571142609633, 128.2307592764355 35.22567838412812, 128.230718861434 35.22117019756563, 128.2252251280289 35.22120323404928)))","[[128.2252251280289, 35.221203234049284], [128.22526523924506, 35.22571142609633], [128.2307592764355, 35.22567838412812], [128.23071886143404, 35.22117019756563], [128.2252251280289, 35.221203234049284]]",POINT (128.2279921261 35.22344083123773),0.0,0.0,827,0,0,0,0,0,0,0,0
828,�쇰씪53a81b,정촌면,"MULTIPOLYGON (((128.0817103253694 35.12729917832721, 128.0817423876569 35.13180756959319, 128.0872302682066 35.13178110271826, 128.0871979035008 35.12727271585084, 128.0817103253694 35.12729917832721)))","[[128.0817103253694, 35.12729917832721], [128.08174238765693, 35.13180756959319], [128.08723026820655, 35.131781102718264], [128.08719790350082, 35.127272715850836], [128.0817103253694, 35.12729917832721]]",POINT (128.0844702210332 35.12954016232931),0.0,0.0,828,0,0,0,0,0,0,0,0
830,�쇰씪41a84b,수곡면,"MULTIPOLYGON (((127.9501553744609 35.15491060035327, 127.9501802113461 35.15941906453848, 127.955670060377 35.15939854096166, 127.9556449206368 35.15489008018617, 127.9501553744609 35.15491060035327)))","[[127.95015537446086, 35.15491060035327], [127.95018021134614, 35.159419064538476], [127.95567006037702, 35.15939854096166], [127.95564492063677, 35.15489008018617], [127.95015537446086, 35.15491060035327]]",POINT (127.952912641589 35.15715459223848),22.0,15.0,830,0,0,0,0,0,0,0,0
831,�쇰씪48a99a,명석면,"MULTIPOLYGON (((128.0278543408777 35.28534327998229, 128.0278836054662 35.28985159449849, 128.0333821817806 35.28982747268413, 128.0333526123994 35.28531916216875, 128.0278543408777 35.28534327998229)))","[[128.02785434087767, 35.28534327998229], [128.02788360546617, 35.289851594498494], [128.0333821817806, 35.28982747268413], [128.0333526123994, 35.285319162168754], [128.02785434087767, 35.28534327998229]]",POINT (128.0306181849961 35.28758539816147),8.0,0.0,831,0,0,0,0,0,0,0,0
834,�쇰씪53b83a,내동면,"MULTIPOLYGON (((128.0872950191831 35.14079786629357, 128.0873274054571 35.14530624300108, 128.0928161864717 35.14527951432627, 128.0927834975796 35.14077114206006, 128.0872950191831 35.14079786629357)))","[[128.0872950191831, 35.14079786629357], [128.08732740545707, 35.14530624300108], [128.09281618647165, 35.14527951432627], [128.09278349757957, 35.14077114206006], [128.0872950191831, 35.14079786629357]]",POINT (128.0900555270213 35.14303871213745),38.0,12.0,834,0,1,0,0,0,0,0,0
835,�쇰씪49a91a,명석면,"MULTIPOLYGON (((128.0383737916896 35.21316143014268, 128.0384035599096 35.21766979081389, 128.0438972544978 35.21764523441536, 128.0438671825688 35.21313687782078, 128.0383737916896 35.21316143014268)))","[[128.03837379168957, 35.21316143014268], [128.0384035599096, 35.217669790813886], [128.04389725449775, 35.217645234415365], [128.04386718256876, 35.21313687782078], [128.03837379168957, 35.21316143014268]]",POINT (128.0411354470282 35.21540335407093),1111.0,396.0,835,0,2,0,0,0,0,0,0
837,�쇰씪76b83b,이반성면,"MULTIPOLYGON (((128.3398027982532 35.14381944055188, 128.3398491133628 35.14832756679952, 128.345337793481 35.14828939742907, 128.3452911757751 35.14378127752314, 128.3398027982532 35.14381944055188)))","[[128.33980279825323, 35.14381944055188], [128.3398491133628, 35.14832756679952], [128.34533779348095, 35.14828939742907], [128.34529117577506, 35.14378127752314], [128.33980279825323, 35.14381944055188]]",POINT (128.3425702200016 35.1460544412939),9.999999999999998,8.0,837,0,0,0,0,0,0,0,0
838,�쇰씪52a88b,인사동,"MULTIPOLYGON (((128.0711761883868 35.19046864900921, 128.0712077437827 35.19497700154056, 128.0766998794631 35.19495097115081, 128.0766680207044 35.19044262294197, 128.0711761883868 35.19046864900921)))","[[128.07117618838683, 35.19046864900921], [128.07120774378265, 35.194977001540565], [128.07669987946306, 35.19495097115081], [128.07666802070437, 35.19044262294197], [128.07117618838683, 35.19046864900921]]",POINT (128.0739379579374 35.19270983191587),4051.0,1108.9999999999998,838,0,1,0,0,0,0,0,0
839,�쇰씪51b84a,내동면,"MULTIPOLYGON (((128.0654033928545 35.14991906235105, 128.0654345824894 35.15442744964023, 128.0709239973215 35.15440170682348, 128.0708925049278 35.14989332381131, 128.0654033928545 35.14991906235105)))","[[128.06540339285453, 35.14991906235105], [128.06543458248944, 35.15442744964023], [128.0709239973215, 35.15440170682348], [128.0708925049278, 35.149893323811305], [128.06540339285453, 35.14991906235105]]",POINT (128.0681636192525 35.15216040638079),19.0,0.0,839,0,0,0,0,0,0,0,0
841,�쇰씪58a81b,정촌면,"MULTIPOLYGON (((128.1365857752457 35.12702337406667, 128.1366208616421 35.13153171948893, 128.1421086672914 35.13150276788861, 128.1420732784934 35.12699442727784, 128.1365857752457 35.12702337406667)))","[[128.1365857752457, 35.127023374066674], [128.13662086164206, 35.131531719488926], [128.1421086672914, 35.131502767888605], [128.14207327849337, 35.126994427277836], [128.1365857752457, 35.127023374066674]]",POINT (128.1393471455037 35.12926309288694),0.0,0.0,841,0,0,0,0,0,0,0,0
842,�쇰씪73b88a,사봉면,"MULTIPOLYGON (((128.3072731708318 35.18461654738473, 128.3073177593354 35.18912468011863, 128.3128092266712 35.18908794739698, 128.3127643349527 35.18457982076298, 128.3072731708318 35.18461654738473)))","[[128.30727317083185, 35.184616547384735], [128.30731775933538, 35.18912468011863], [128.31280922667125, 35.189087947396985], [128.31276433495273, 35.18457982076298], [128.30727317083185, 35.184616547384735]]",POINT (128.3100411227404 35.18685226966521),21.0,12.0,842,0,0,0,0,0,0,0,0
843,�쇰씪58b87b,충무공동,"MULTIPOLYGON (((128.1424984631694 35.18109429072877, 128.1425339463943 35.18560259062932, 128.1480253782257 35.18557333228849, 128.1479895917941 35.18106503724702, 128.1424984631694 35.18109429072877)))","[[128.14249846316943, 35.18109429072877], [128.14253394639434, 35.18560259062932], [128.1480253782257, 35.18557333228849], [128.14798959179407, 35.18106503724702], [128.14249846316943, 35.18109429072877]]",POINT (128.1452618447306 35.1833338334711),1624.0,114.0,843,0,1,0,1,0,0,0,0
844,�쇰씪55a81a,정촌면,"MULTIPOLYGON (((128.103627329946 35.12268346099748, 128.1036605945091 35.12719183780916, 128.1091481434926 35.12716438159463, 128.1091145765849 35.12265600934621, 128.103627329946 35.12268346099748)))","[[128.10362732994597, 35.12268346099748], [128.10366059450905, 35.12719183780916], [128.10914814349263, 35.12716438159463], [128.10911457658494, 35.12265600934621], [128.10362732994597, 35.12268346099748]]",POINT (128.1063876609772 35.12492394314017),13.0,0.0,844,0,0,0,0,0,0,0,0
846,�쇰씪57b89b,금산면,"MULTIPOLYGON (((128.131655736057 35.19918526855003, 128.1316906438556 35.20369356447258, 128.1371833048943 35.20366478494658, 128.1371480936161 35.19915649380248, 128.131655736057 35.19918526855003)))","[[128.13165573605704, 35.19918526855003], [128.13169064385565, 35.20369356447258], [128.1371833048943, 35.203664784946575], [128.1371480936161, 35.199156493802484], [128.13165573605704, 35.19918526855003]]",POINT (128.1344194444435 35.20142504870451),47.0,26.0,846,0,0,0,0,0,0,0,0
847,�쇰씪63b93a,대곡면,"MULTIPOLYGON (((128.1978335218571 35.23038111161994, 128.1978721312605 35.23488932366678, 128.2033668201073 35.23485751773436, 128.203327906774 35.2303493109663, 128.1978335218571 35.23038111161994)))","[[128.19783352185706, 35.23038111161994], [128.19787213126045, 35.234889323666785], [128.2033668201073, 35.23485751773436], [128.20332790677404, 35.230349310966304], [128.19783352185706, 35.23038111161994]]",POINT (128.2006000948209 35.23261933678192),52.0,31.0,847,0,0,0,0,0,0,0,0
